miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-193b-3p	20.984313	546.017904	162.088518	170.009156	265.613938	113.789339	115.227531	175.499297	47.796212	177.898925	876.817817	232.504627	337.229568	36.622733	190.91897	120.148668	91.742681	195.309636	51.229735	141.77231	268.871906	151.708754	27.511895	97.805843	320.978074	58.304158	55.145465	239.642722	385.242312	115.837273	220.936164	214.394441	58.675903	1027.196964	351.764775	67.528671	197.443499	293.018283	114.85306	117.673251	180.573949	101.563813	215.597714	53.000646	83.470566	195.824249	66.13132	286.127513	211.086356	203.452782	144.140477	152.164602	204.279118	243.238554	182.155363	136.750715	86.776455	167.296174	133.463627	248.514866	207.768551	222.854909	162.430236	191.219979	118.513622	285.12818	178.174715	111.493115	224.155578	346.962262	150.237976	149.144798	130.293011	155.95696	286.423246	166.697279	111.845954	110.815231	229.568807	250.507659	209.446152	317.723607	227.675591	229.458098	100.637435	132.139888	239.257422	245.630722	214.571305	132.456205	177.408918	209.40737	80.396021	140.039365	98.000623	352.443143	228.831707	209.237237
hsa-miR-193b-5p	2.341225	108.64713	9.872501	17.866314	23.270044	19.116608	49.281196	26.308244	6.617938	16.002901	92.074656	8.514252	99.38793	8.882961	12.929671	34.516033	16.567526	30.703698	14.122791	22.283995	66.513386	26.22576	7.552285	22.776703	12.932118	18.452305	9.29191	31.517637	44.300695	13.659424	20.32895	37.298759	10.668346	32.450001	53.807232	2.772438	25.658958	18.237016	4.317784	23.148836	39.674359	34.204651	14.61129	5.88896	19.094575	12.883174	2.237001	14.055386	17.019935	41.51654	35.984861	20.682568	26.550038	54.262521	19.644206	21.467664	8.096367	19.337211	34.756152	17.575575	23.352498	28.2176	21.545149	15.747529	29.869288	45.487376	27.686297	14.272249	38.415357	33.05604	31.481634	25.46901	24.614549	19.216692	35.628938	38.490373	34.810845	29.271948	16.472082	27.604151	31.274764	19.088392	24.099911	23.224503	15.581648	22.325004	34.981085	38.363709	21.990229	30.519296	26.946071	23.942184	10.345077	23.787878	8.021402	27.766335	29.961269	27.627817
hsa-miR-194-3p	22.54513	55.227798	49.003505	88.773253	58.279932	95.218918	126.416983	124.880904	76.719045	108.553017	611.488176	159.369368	57.449671	40.986293	55.294975	56.211825	76.831906	131.855325	221.533992	227.066216	139.227172	94.886268	40.099036	100.262155	76.72088	82.65095	42.015593	95.639726	86.864107	39.639113	246.770873	142.440143	194.237474	86.919639	271.053928	56.438918	62.62525	273.555252	0.971502	78.706043	72.118341	118.216077	35.716489	74.348128	212.768104	161.570161	1.677751	158.022702	74.731221	178.23855	214.50194	133.451799	137.904021	139.113181	125.008581	129.482135	89.267641	170.226056	145.697793	164.038709	183.385798	172.832802	116.141827	188.220452	135.375317	241.194035	170.360033	115.591089	191.680741	157.205447	206.591226	151.30319	153.594783	148.016179	136.252847	166.980297	118.292407	125.24212	174.604072	229.63202	292.655983	312.014928	149.889698	274.513637	98.779071	144.509149	238.927413	247.17557	188.582853	128.378729	171.216343	185.812174	138.624022	114.907541	88.816698	188.369345	247.934531	169.051323
hsa-miR-195-3p	0.260136	3.616934	5.9235	0.837483	4.1928	9.103146	12.379817	0.333016	6.046017	6.40116	11.94862	4.584599	3.44698	4.44148	3.576292	1.807982	1.656752	2.046912	2.353798	2.689448	4.321492	0.728493	2.337612	2.009709	2.615484	2.178397	4.847953	0.271704	0.434321	5.624469	1.270561	7.929657	2.759055	2.124704	2.690361	0.990156	1.304693	10.421152	2.590671	2.314884	2.780912	5.550754	2.597562	2.57642	0.54556	2.576635	0.349531	1.405538	12.911676	4.999374	7.036146	2.831543	3.904418	2.933109	9.524462	8.78991	4.982381	3.66235	5.978059	10.961112	5.838124	2.885891	2.524822	4.999216	4.094983	6.87858	4.242255	4.945829	5.544484	7.31775	3.585097	8.093966	5.579298	4.605654	3.757741	4.811296	6.607614	5.227134	6.415442	4.313148	6.444496	12.130941	10.384513	7.431841	12.293777	9.050676	6.600204	7.466762	3.331854	6.177996	6.192577	5.204822	5.911472	5.375793	10.695203	4.101846	10.054116	4.830039
hsa-miR-195-5p	17.42912	42.429416	106.802512	4.187417	75.051137	129.99294	228.312404	15.318725	131.133195	271.249185	26.35725	41.916327	59.17316	84.154364	98.210476	25.640482	33.135055	24.05123	15.784297	31.504957	101.461097	36.242548	23.555935	13.621361	22.958143	42.158391	75.143273	10.868151	9.555053	26.515352	4.376372	53.158074	15.450708	16.611308	10.761447	7.129127	6.088566	62.526915	98.229589	18.133255	79.348716	51.757039	23.05337	32.021223	8.456169	19.097411	9.227626	17.87042	82.556481	104.552125	84.031687	104.643938	154.458749	56.776615	129.572387	137.764935	142.20543	112.946892	82.302571	103.752595	40.180034	93.951783	140.716763	45.742818	66.36281	53.697293	78.146805	151.62499	99.800717	120.869036	67.108537	122.272835	80.243429	44.627195	109.113619	89.999549	90.733821	84.261391	50.283198	51.067676	44.732391	64.222627	85.819198	54.577584	97.206611	60.337848	36.961147	53.812181	29.320303	146.047797	95.901235	48.404853	49.656366	105.634301	86.142896	46.85569	59.319291	69.745746
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0.53343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303134	0.209718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	1.734241	261.949479	2.6925	42.432499	7.127761	18.206294	5.237614	51.950456	5.310691	307.255716	5.27145	113.960014	286.099362	228.931041	24.483845	19.723447	10.768893	8.528805	162.827482	2.689447	5.073055	3.460344	7.012836	2.456311	6.102797	3.203525	1.817982	13.041781	26.927875	3.347898	23.717109	6.461202	8.828976	2.897322	12.779218	84.559361	2.174488	4.750819	13.277186	182.104175	8.898921	56.707711	13.31251	13.618221	234.863255	86.393051	286.755469	5.822946	6.260207	8.259835	9.850604	13.172825	8.902072	13.4085	22.6206	10.987388	14.324343	6.152749	11.539043	5.669541	9.272315	11.543564	17.00047	7.748784	8.91261	7.766138	10.717276	11.446061	8.712761	11.8598	10.419189	12.410746	17.722475	4.446837	6.819601	12.452767	21.756777	10.454266	5.721881	12.076815	5.496777	7.314244	9.208909	5.109391	20.727881	12.369259	9.240287	7.209288	5.108841	9.143432	8.70308	10.930127	7.980488	21.503165	12.671493	8.045927	11.662776	8.694068
hsa-miR-197-3p	243.053844	214.372889	244.479027	512.53992	1143.167169	368.131266	267.118371	340.342093	177.785563	929.768598	1454.568713	514.129949	126.676525	221.372731	439.608808	104.534271	179.343483	468.572548	60.368012	311.97592	256.471104	707.913477	165.431	184.000035	359.338514	101.872102	189.676162	828.968186	1104.911428	228.058815	325.122038	197.066672	285.838101	544.889551	453.998516	171.297067	110.898882	283.210143	392.270691	441.371138	89.360004	150.470464	538.994289	145.751776	168.577806	412.26157	259.631841	329.498421	353.114803	430.81562	319.441033	420.299301	484.30393	306.928927	506.185546	365.626449	424.747898	390.406575	323.371247	808.098522	380.851775	438.014111	322.167331	245.711425	219.804228	431.57534	524.25342	241.073837	502.171854	449.15842	401.75495	441.606738	258.94505	310.325765	339.588302	303.960744	363.579927	303.173747	370.188374	407.161207	421.925012	613.504484	413.225326	510.242353	471.023211	421.158189	336.610445	388.786572	348.511775	185.586961	555.825482	304.308638	213.699719	311.123924	365.613242	330.514053	508.135086	293.08669
hsa-miR-1976	8.324354	5.286289	2.6925	12.00393	4.61208	8.921085	10.237157	12.654598	5.065583	4.26744	16.86864	10.042453	9.479195	10.519295	5.226887	3.780327	5.59154	2.217489	1.10767	7.29993	4.885164	9.652538	20.139425	6.252428	8.137063	1.537692	5.04995	3.803854	4.777527	5.490554	5.082238	7.635966	1.655433	4.635715	38.337652	5.346845	1.304693	9.501638	7.664066	6.944651	3.707884	2.700367	15.260682	5.15284	2.455017	3.182904	1.258313	5.622155	9.977205	6.303558	8.443375	4.678202	6.559422	7.123266	7.540199	6.592432	5.18998	6.738724	4.309763	24.001055	7.211801	5.451128	14.307325	10.998275	2.288373	12.869599	10.270724	5.934993	6.336553	8.327093	7.618331	7.446448	6.399783	6.670258	4.036092	6.509401	5.157162	5.018047	8.496126	6.728512	4.928144	11.060562	10.18858	8.825311	9.291809	9.654056	6.930215	7.981711	8.884943	10.379032	4.686274	6.766269	23.645888	11.826741	11.160212	3.470792	3.820564	9.853278
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0.218314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67259	0	0	0	0.107945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	529.810558	1226.97526	1701.480694	58.344686	381.335242	4067.468157	203.790841	35.632686	3399.250165	267.781889	1078.538629	1525.79797	267.428218	3280.92932	873.990728	378.854556	1585.719454	108.656974	176.5349	197.8665	690.123346	412.327273	226.20891	95.796133	2383.868854	727.969068	1585.280644	114.387286	74.703132	566.598265	253.123671	2275.811694	144.390546	36.313094	1010.230771	105.154616	197.008601	867.560942	1340.564039	281.258356	111.7927	256.234847	664.002	2586.357928	87.835039	1680.875294	2160.313084	1904.705684	2287.127527	1903.239939	1875.233449	2276.31343	2703.418585	1885.989207	2074.348755	3959.685419	4312.042309	1995.83459	1631.870893	3067.977412	2050.898829	1904.046692	3381.915404	2550.099637	1226.447374	1288.291219	2820.42981	5199.762034	2047.498806	2508.978751	2226.793474	2409.951129	2317.705887	2501.187544	2215.256951	2618.760491	2161.979045	2468.879738	2227.025518	1840.6792	1545.352482	2066.898211	4018.0236	2220.727079	4807.152804	3577.732798	1917.359491	2395.800693	1905.597514	5003.434348	2123.049152	2982.189964	3797.529714	3728.917658	5882.362517	1626.69708	2505.486029	3070.744793
hsa-miR-199b-5p	11.792837	18.084669	7.539	0	1.46748	29.130072	0.952293	0	27.942402	1.60029	12.30005	72.916944	4.021476	101.452762	3.026093	4.109051	27.129325	0.170576	0	3.457861	1.503128	1.63911	6.113754	0.223301	66.404245	11.53269	55.953457	0.271704	1.737282	5.490553	0.847039	18.502534	0.367874	1.931548	4.035542	0.396062	0	14.558963	0.323834	2.700698	0.185394	0.750102	12.013728	33.493464	0	35.769755	53.198665	65.056361	11.542257	4.129917	1.206197	2.09288	14.836785	8.799328	8.333905	8.451836	30.517076	3.369362	4.031714	26.079887	20.261726	11.22291	6.227894	21.996547	2.047492	1.553228	7.81468	17.522367	4.356381	7.065413	5.937818	7.770206	7.548462	30.174973	3.201038	11.320698	7.252259	5.018048	9.709858	9.488926	2.653616	9.276601	29.782003	11.844496	5.146232	9.955745	13.86043	11.071406	5.775213	10.626153	11.548317	18.737361	21.576874	20.293612	84.980376	5.679477	22.722305	10.819286
hsa-miR-19a-3p	6.329978	21.284266	4.308	9.77064	13.836242	11.834093	18.569726	32.968559	9.47754	63.744892	44.631608	26.852647	9.191948	6.311577	2.750994	20.545257	17.395902	16.887034	20.076516	13.447239	12.964474	5.4637	10.249529	10.941749	46.93342	22.552818	14.543859	56.786087	55.158708	26.783185	21.881857	46.40318	32.188975	26.462202	13.451809	31.685007	42.185065	19.003276	11.981852	18.133255	4.264066	3.75051	23.05337	10.673741	47.463654	19.703679	19.713566	52.808094	20.150039	16.302305	9.649571	13.54216	15.930023	17.598656	13.49299	20.115371	12.871148	19.33721	14.180511	19.465422	47.735253	15.391419	8.247751	90.985717	16.259491	13.313379	16.075914	8.054636	18.613626	24.728946	15.684798	18.45424	12.635469	31.127866	17.953645	22.358377	19.822841	16.308656	27.395673	42.613906	41.510142	21.407542	39.382782	35.533491	50.461667	44.650007	34.981084	32.184319	31.985787	8.402074	24.268201	40.25063	20.690154	12.633112	28.714298	36.758842	40.015387	30.525841
hsa-miR-19a-5p	0	0.139113	0	0	0	0.364126	0	0	0.081703	0.800145	0	0	0	0	0	0	0	0	0	0	0	0.364247	0.179816	0	0	0	0	0.271704	0	0	0	0	0	0	0	0	0.434898	0	0	0	0	0	0	0	0	0	0	0.200791	0	0	0.402065	0.369332	0.156177	0.209508	0	0	0.207599	0.146494	0.139025	0	0	0	0.168321	0	0	0	0	0	0	0	0	0.10792	0.164097	0	0.139176	0	0	0.418171	0	0	0.189544	0	0	0	0.142951	0	0	0	0	0.24712	0	0.173494	0.295574	0	0	0	0	0
hsa-miR-19b-1-5p	3.381769	6.399191	0.8975	1.954128	9.853082	6.19014	8.094496	4.329205	4.003444	11.735461	14.40863	12.007281	8.042954	3.896035	2.750994	8.053741	5.177352	7.505348	4.569139	5.763102	8.830874	5.281577	2.697244	2.23301	11.914986	1.793974	4.443957	11.411559	13.898257	6.294049	6.776317	23.495281	6.253858	8.885118	4.035542	8.119282	17.395904	8.582125	1.943004	3.858139	3.52249	3.150426	3.896344	7.729261	18.549015	7.426772	6.431376	21.886245	15.846148	11.085568	10.25267	9.110179	10.151485	11.313421	10.715022	9.80413	4.359582	7.764183	6.256107	10.205174	20.605145	8.016365	10.099288	20.496782	6.865119	8.209917	9.377617	7.206778	7.920692	13.373817	11.651566	7.12269	12.635468	18.58143	10.577342	13.301819	7.574582	9.40884	14.218008	17.080068	16.49033	10.882167	12.735725	15.328172	19.727225	14.782772	15.180471	14.161102	15.104399	6.795795	13.724087	16.828927	10.640651	6.047765	12.090231	20.666989	16.890917	20.479362
hsa-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-3p	219.90173	104.195519	2.6925	6.97903	10.062721	33.499582	1.666513	0	13.807794	25.604642	14.40863	13.53548	12.064431	44.025201	2.475894	1.150534	7.869575	0.682304	14.122792	0.384207	0.375782	0.54637	831.650403	10.941749	52.019081	120.965111	22.623781	5.162373	18.241463	3.213982	0.282347	34.65554	20.417007	15.066071	2.017771	88.519986	1.304693	0.613009	0.647667	21.991394	49.87104	10.951489	1.948172	3.6806	9.820067	1.515668	787.284275	33.130554	21.519461	33.691432	31.361109	31.023854	62.314501	56.148089	39.685265	32.116979	73.697705	28.41984	22.521988	59.341192	83.794258	33.348074	227.738976	73.238502	26.85827	39.940137	32.82166	68.817677	30.890699	61.822365	33.722319	23.41854	72.366772	105.29477	23.659842	61.697802	27.075102	42.862497	66.23511	35.885396	31.464309	21.407542	87.77854	50.629418	37.024284	29.867235	38.281186	58.189249	73.967128	220.925091	32.301815	48.925333	319.219496	46.366201	86.956662	50.64201	30.96668	100.271589
hsa-miR-200a-5p	617.303005	351.95549	12.026501	20.657927	26.205005	63.539967	1.904587	1.332063	36.439504	37.873534	54.120218	19.429964	32.746312	100.829396	4.951788	4.602137	28.578983	1.876337	66.044821	1.536827	0.751564	1.09274	1396.273593	61.184478	79.772279	429.656801	53.731478	12.770078	29.099475	6.294048	0.705866	38.179832	33.10866	11.975596	5.380723	76.440079	1.73959	0.459757	1.079446	57.100462	81.202658	21.902979	4.87043	8.46538	47.463655	2.121934	346.735039	46.98515	30.127247	42.385996	45.232368	50.229091	84.17924	125.70468	47.225463	44.118586	108.366766	34.865577	25.302479	64.065811	108.520434	41.685091	290.017926	80.987287	36.493522	47.484383	52.023445	98.210033	39.999493	62.579374	50.303395	32.80754	103.05291	110.218055	31.175319	89.433513	45.930975	62.934687	65.888326	32.434877	37.150629	18.909996	75.042815	43.197577	34.737068	55.209132	48.181494	60.763996	109.506888	294.07255	40.502791	61.590403	485.627438	97.16743	89.862968	40.702923	43.433787	111.284071
hsa-miR-200b-3p	898.076587	469.227615	17.232002	20.657927	19.286883	69.365982	2.14266	1.332063	62.666143	54.943296	58.337379	29.254104	38.491279	193.477117	7.152584	3.780327	30.85702	2.217489	62.029516	1.15262	1.315237	1.456986	952.84659	50.242728	142.689212	648.393502	94.131087	18.475856	52.118465	9.775863	2.117599	47.871635	48.375431	27.234822	4.708133	208.724981	2.609386	0.919512	2.158892	65.974183	85.652118	44.70608	6.493907	13.618221	34.915793	1.364101	1325.911994	53.008886	53.603021	65.643953	68.150102	61.06282	139.934319	138.484655	89.887121	71.333501	125.805097	67.826733	52.968378	148.919934	181.6687	50.66342	303.315323	156.725396	46.490101	72.779801	59.168295	115.873708	62.969501	103.962511	80.888754	60.111182	126.354683	204.078101	45.649577	121.697504	72.522593	109.769804	135.938026	72.288367	72.784908	34.430463	184.374122	124.483341	90.059066	74.215554	79.532466	100.157602	175.477569	293.701867	90.378129	129.253098	459.321388	127.406258	196.466257	106.490208	68.569079	208.850836
hsa-miR-200b-5p	23.84581	26.153213	0.5385	0.558322	0.83856	3.64126	0	0.333016	2.287682	0.800145	2.46001	0.873256	1.72349	6.155736	0.275099	0	1.242565	0	1.799964	0	0	0	38.480688	1.786408	4.504445	19.605575	3.02997	1.086816	0.434321	0.803496	0	2.93691	0.735748	0.579465	0	4.554721	0	0.153252	0	3.086512	7.97195	3.450469	0.324695	0.36806	0.27278	0	34.323972	2.208704	0.586894	1.956276	2.814458	3.693316	9.058249	9.008836	3.571675	2.535551	7.265972	2.92988	1.946345	5.291572	4.464447	1.603274	21.040184	2.99953	2.167931	3.328346	3.125873	4.804519	3.564313	4.542051	4.145269	1.618794	6.727977	5.717365	1.809283	5.094313	3.70671	3.763536	3.641196	1.035156	2.084984	1.783962	5.094289	4.18041	2.859018	2.413513	0.33001	4.377068	4.664596	13.34447	5.690476	3.469881	15.369827	4.703818	4.76634	2.208686	0.804328	4.636839
hsa-miR-200c-3p	20.030482	24.48386	20.822002	24.566183	43.185849	26.945315	59.280279	27.973322	40.606354	53.076291	15.11149	16.373565	153.103373	107.140974	50.618287	11.834069	40.176254	56.119536	33.230098	18.441927	25.177384	29.32186	37.401791	19.427188	29.496853	13124.45836	74.739276	22.008006	67.754003	10.043695	20.32895	49.633782	37.891022	19.701785	70.621991	276.253652	6.523464	26.206133	9.930904	8.487906	12.606806	18.902571	25.650933	82.07739	12.275084	21.825613	29.150908	25.90207	58.102545	17.171763	17.690881	20.313236	122.91106	37.501897	50.20186	53.415607	61.034154	23.146056	30.446391	63.876824	59.754923	105.495346	236.996658	105.233479	16.500372	15.976054	65.420039	49.740908	36.831217	15.140171	27.560435	47.268756	19.691639	281.103688	17.257767	26.037604	94.44053	51.225909	43.867756	30.192039	50.608256	21.229146	40.754323	48.306969	61.468887	63.95812	24.420757	39.908557	75.299868	199.054991	40.670158	58.294015	488.583177	41.393594	23.366696	19.247119	88.27515	90.804711
hsa-miR-200c-5p	0.173424	0	0	0	0.20964	0	0	0.333016	0.081703	0	0	0	0.287248	0.155841	0	0	0	0	0	0	0	0.364247	0	0	0	13.198524	0	0	0	0	0	0	0.551811	0	0.67259	0.990156	0	0	0.215889	0	0	0	0	0.36806	0	0	0	0.200791	0	0.217364	0	0.123111	0	0.209508	0	0	0.207599	0	0	0	0	0.641309	0.673285	0.249961	0	0	0.446553	0.423928	0	0	0.112034	0	0	0.476447	0.417527	0	0.483484	0.627256	0	0	0.568632	0	0.391868	0.232245	0.285902	0	0	0	0	0.6178	0.334734	0	1.773442	0.26879	0.232504	0.315527	0.402165	0
hsa-miR-202-3p	0	0.278226	0.1795	0	0	0	0	0	0	0	0	0	0.574496	0.155841	0	0	0.414188	0	0	0	0	0	0	0	0	0.256282	0	0	0	0	0	0.293691	0	0	0	0	0	0	0.647668	0	0	0	0	0	0	0	0	0.200791	0	0	0	0	0.156177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301689	0	0	0	0	0.167367	0	0	0	0	0	0	0
hsa-miR-202-5p	0	0.834677	0.5385	0	0	0	0	0	0.817029	0	0.35143	0.218314	6.606711	0.389604	0.275099	0	0	0	0.138459	0.384207	0.187891	0	0	0.223301	0	0.256282	2.423976	0	0	0	0.141173	2.93691	0	0.193155	0	0.396063	0	0	14.140744	0	0	0	0	0	0	0	0	0	0.391263	0.217364	0	0.492442	1.561766	0	0	0.169037	0.207599	0.292988	0.139025	0	0	0	0.168321	0	0.120441	0	0.893107	0	0	0	0.448138	0.971277	0.492291	0	0.139176	0	0.322322	0.41817	0.34678	0	0.189544	0	0	0	1.143607	0.301689	0.33001	0	0	0.37068	0.167367	0	0	0.671974	0.348756	0.315527	0	0
hsa-miR-203a	2644.543764	2282.42439	127.445015	22.332893	162.471034	761.205156	530.903715	198.477386	776.913108	90.949826	1668.941005	437.719978	3575.380286	221.996097	1442.070947	1300.103926	4125.521384	1589.428101	1685.458288	871.381014	601.626723	72.485095	1279.75263	125.27187	885.486821	504.619291	711.033112	125.52714	175.899816	426.656126	9.599782	3760.419789	391.969752	152.205944	122.411451	1279.876238	1105.94453	1322.56685	248.056702	21.219767	159.809798	21.002855	164.945239	6108.324487	344.520662	30.919618	1045.797617	515.431107	2297.691622	872.499441	1517.596195	940.071899	1319.849248	1220.801947	1298.501843	1043.801812	940.631827	1623.593271	1741.422288	1259.204974	979.431256	1367.912294	656.790457	1302.295541	858.26024	2429.913388	1145.855431	816.627027	2067.696573	789.812279	1203.584334	791.05019	924.358344	1284.500914	1195.239477	1286.597338	609.028609	841.35942	1225.696308	1460.086988	1389.736834	1721.879987	1778.495156	1878.397889	1119.162584	918.643761	2353.963042	1064.14232	784.984455	944.862513	1009.055054	1198.150204	1020.320094	566.205224	493.258183	1689.486861	1710.406433	1308.747028
hsa-miR-204-5p	0.953832	7.233868	15.078001	11.724769	6.918121	30.586574	6.666055	17.98285	43.30255	33.339379	41.820169	15.500307	6.032215	29.298186	129.021608	6.245758	13.875304	8.699381	6.230644	6.531515	22.922693	15.480486	3.056878	82.621376	10.607243	8.841729	17.169833	2.717038	178.505739	118.381674	106.162297	22.614208	16.738267	19.701784	8.071084	15.644472	4.783874	5.976837	491.040005	132.719993	276.237357	315.342886	106.500076	24.291962	34.370232	9.700273	1.328219	9.838771	22.106355	32.387249	31.964207	23.390999	41.230648	12.570467	26.985979	36.850008	22.420711	24.171514	16.404905	24.56801	31.937975	23.407781	21.040186	20.746744	16.13905	20.857625	32.821659	26.424858	28.910525	26.747636	27.112297	36.476805	25.10684	30.651419	25.329947	26.320622	27.397424	27.599265	21.153621	42.441381	46.438287	34.787256	57.800602	42.268598	66.186266	40.728048	32.341004	54.84208	13.771659	21.005183	36.485985	24.63616	24.53261	32.254748	67.775046	26.661992	45.243527	27.821018
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	0	0	0	17.307992	0.20964	0	0	0	0	0.266715	1.75715	0	0	0.155842	0	0	0	0	0	0	0	0.182123	0.179816	0	1.017133	0	0	0.271704	0	0.267832	0	21.439444	0.367874	0.38631	27.576206	0	0	0	0	0	0	0.900122	0.64939	28.340624	0	0.454701	0.139812	0.602374	0.195631	0	0	0.246222	0.624706	0	0	0	0.415198	0	0.278049	0	0	0	0	1.249804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41817	0	0.172526	0	0	0.195934	0	3.573772	0	0	2.059797	3.10973	0	0	1.908434	22.759169	0	0	1.893159	2.211905	0.579605
hsa-miR-206	0.173424	0.139113	0	0.279161	0	0.182063	0.238073	0.333016	0	0.53343	0.35143	0	0	0.233762	9.628479	0.164362	0.621282	0.170576	0.830752	0	0.187891	0	0	0	0.290609	0.384423	0.201998	0	0	0	0.705866	0.587382	0.183937	0	0	0.792125	0	0	0	0	1.668547	0.15002	0	0	0.27278	0.4547	0.978688	0.200791	0.586894	0.217364	0.201033	0.246221	0.156177	1.257047	0	0	0.415198	0.146494	0.139025	0.755939	1.030257	0.320655	0.673285	0.249961	0.120441	0.443779	0	0	0	0.504672	0.560171	0.539598	0.328194	0	0.556702	0	0.161161	0.209085	0.34678	0.345052	0.189544	0.178396	0.587803	0	0.285902	0.603378	0.33001	0.257475	0.666371	0.12356	0.334734	0.173494	0	0	0.813766	0.157763	0	0.193202
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
